epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1554150541664,2019-04-01T16.29.01.664,17.840,0.120,-0.943,-0.193
1554150541744,2019-04-01T16.29.01.744,17.920,0.192,-0.924,-0.168
1554150541824,2019-04-01T16.29.01.824,18.000,0.218,-0.888,-0.080
1554150541904,2019-04-01T16.29.01.904,18.080,0.061,-0.932,-0.179
1554150541984,2019-04-01T16.29.01.984,18.160,0.079,-0.971,-0.240
1554150542064,2019-04-01T16.29.02.064,18.240,0.145,-0.994,-0.204
1554150542144,2019-04-01T16.29.02.144,18.320,0.182,-0.964,-0.213
1554150542224,2019-04-01T16.29.02.224,18.400,0.282,-0.889,-0.187
1554150542304,2019-04-01T16.29.02.304,18.480,0.369,-0.914,-0.062
1554150542384,2019-04-01T16.29.02.384,18.560,0.465,-0.932,-0.081
1554150542464,2019-04-01T16.29.02.464,18.640,0.414,-0.915,-0.073
1554150542544,2019-04-01T16.29.02.544,18.720,0.402,-0.842,-0.051
1554150542624,2019-04-01T16.29.02.624,18.800,0.430,-0.863,-0.022
1554150542704,2019-04-01T16.29.02.704,18.880,0.428,-0.940,0.020
1554150542784,2019-04-01T16.29.02.784,18.960,0.325,-0.884,-0.006
1554150542864,2019-04-01T16.29.02.864,19.040,0.365,-0.901,-0.074
1554150542944,2019-04-01T16.29.02.944,19.120,0.388,-0.948,-0.073
1554150543024,2019-04-01T16.29.03.024,19.200,0.346,-0.903,-0.033
1554150543104,2019-04-01T16.29.03.104,19.280,0.331,-0.914,0.004
1554150543184,2019-04-01T16.29.03.184,19.360,0.320,-0.938,0.032
1554150543264,2019-04-01T16.29.03.264,19.440,0.274,-0.938,0.037
1554150543344,2019-04-01T16.29.03.344,19.520,0.246,-0.910,0.039
1554150543424,2019-04-01T16.29.03.424,19.600,0.243,-0.910,0.046
1554150543504,2019-04-01T16.29.03.504,19.680,0.233,-0.935,0.051
1554150543584,2019-04-01T16.29.03.584,19.760,0.226,-0.949,0.060
1554150543664,2019-04-01T16.29.03.664,19.840,0.229,-0.944,0.060
1554150543744,2019-04-01T16.29.03.744,19.920,0.243,-0.938,0.042
1554150543824,2019-04-01T16.29.03.824,20.000,0.267,-0.942,0.051
1554150543904,2019-04-01T16.29.03.904,20.080,0.299,-0.964,0.007
1554150543984,2019-04-01T16.29.03.984,20.160,0.306,-0.886,0.027
1554150544064,2019-04-01T16.29.04.064,20.240,0.295,-0.921,0.076
1554150544144,2019-04-01T16.29.04.144,20.320,0.328,-0.951,0.013
1554150544224,2019-04-01T16.29.04.224,20.400,0.305,-0.937,-0.008
1554150544304,2019-04-01T16.29.04.304,20.480,0.278,-0.955,-0.015
1554150544384,2019-04-01T16.29.04.384,20.560,0.271,-0.943,-0.006
1554150544464,2019-04-01T16.29.04.464,20.640,0.257,-0.923,-0.023
1554150544544,2019-04-01T16.29.04.544,20.720,0.252,-0.955,-0.071
1554150544624,2019-04-01T16.29.04.624,20.800,0.233,-0.946,-0.090
1554150544704,2019-04-01T16.29.04.704,20.880,0.171,-0.908,-0.101
1554150544784,2019-04-01T16.29.04.784,20.960,0.114,-0.935,-0.125
1554150544864,2019-04-01T16.29.04.864,21.040,0.067,-0.917,-0.112
1554150544944,2019-04-01T16.29.04.944,21.120,0.034,-0.911,-0.143
1554150545024,2019-04-01T16.29.05.024,21.200,0.050,-0.836,-0.220
1554150545104,2019-04-01T16.29.05.104,21.280,0.051,-0.832,-0.343
1554150545184,2019-04-01T16.29.05.184,21.360,0.132,-0.744,-0.374
1554150545264,2019-04-01T16.29.05.264,21.440,0.246,-0.643,-0.412
1554150545344,2019-04-01T16.29.05.344,21.520,0.250,-0.386,-0.632
1554150545424,2019-04-01T16.29.05.424,21.600,0.189,-0.187,-0.893
1554150545504,2019-04-01T16.29.05.504,21.680,0.221,-0.417,-0.636
1554150545584,2019-04-01T16.29.05.584,21.760,0.295,-0.441,-0.988
1554150545664,2019-04-01T16.29.05.664,21.840,0.551,-0.865,-1.403
1554150545744,2019-04-01T16.29.05.744,21.920,0.821,-1.622,-2.240
