elapsed (s),x-axis (g),y-axis (g),z-axis (g),fall
391.6,0.453,-1.07,-0.231,0
391.68,0.317,-0.932,-0.339,0
391.76,0.185,-0.7,-0.305,0
391.84,0.245,-0.948,-0.358,0
391.92,0.15,-0.992,-0.333,0
392.0,0.025,-0.894,-0.415,0
392.08,0.096,-0.8809999999999999,-0.35200000000000004,0
392.16,0.203,-0.899,-0.212,0
392.24,0.207,-0.948,-0.127,0
392.32,0.125,-0.997,-0.136,0
392.4,0.215,-0.92,-0.135,0
392.48,0.295,-0.963,-0.097,0
392.56,0.207,-0.885,-0.1,0
392.64,0.447,-0.846,-0.08800000000000001,0
392.72,0.48,-0.992,-0.14,0
392.8,0.364,-0.812,-0.13699999999999998,0
392.88,0.43,-0.8540000000000001,-0.129,0
392.96,0.439,-0.815,-0.13699999999999998,0
393.04,0.409,-0.8190000000000001,-0.171,0
393.12,0.45,-0.916,-0.195,0
393.2,0.473,-1.027,-0.211,0
393.28,0.512,-1.142,-0.301,0
393.36,0.272,-0.672,-0.28600000000000003,0
393.44,0.314,-0.758,-0.312,0
393.52,0.336,-0.989,-0.16399999999999998,0
393.6,0.246,-0.8290000000000001,-0.133,1
393.68,0.27,-0.879,-0.124,1
393.76,0.297,-0.882,-0.115,1
393.84,0.35700000000000004,-0.889,-0.108,1
393.92,0.597,-1.142,-0.122,1
394.0,0.5870000000000001,-0.792,-0.13699999999999998,1
394.08,0.451,-0.546,-0.292,1
394.16,0.5720000000000001,-0.802,-0.359,1
394.24,0.6729999999999999,-0.736,-0.293,1
394.32,0.637,-0.715,-0.332,1
394.4,0.667,-0.73,-0.329,1
394.48,0.664,-0.71,-0.3,1
394.56,0.636,-0.691,-0.294,1
394.64,0.61,-0.7170000000000001,-0.256,1
394.72,0.657,-0.736,-0.218,1
394.8,0.615,-0.825,-0.211,1
394.88,0.54,-0.8420000000000001,-0.17600000000000002,1
394.96,0.43,-0.7709999999999999,-0.19,1
395.04,0.268,-0.931,-0.297,1
395.12,0.308,-0.941,-0.234,1
395.2,0.302,-0.807,-0.162,1
395.28,0.311,-0.847,-0.172,1
395.36,0.324,-0.893,-0.16699999999999998,1
395.44,0.34,-0.852,-0.214,1
395.52,0.35200000000000004,-1.008,-0.29600000000000004,1
395.6,0.475,-1.085,-0.35700000000000004,1
395.68,0.503,-0.69,-0.391,1
395.76,0.3720000000000001,-0.785,-0.341,1
395.84,0.396,-0.8109999999999999,-0.238,1
395.92,0.457,-0.789,-0.209,1
396.0,0.417,-0.847,-0.181,1
396.08,0.375,-0.8270000000000001,-0.156,1
396.16,0.404,-0.921,-0.188,1
396.24,0.471,-1.122,-0.263,1
396.32,0.329,-0.852,-0.359,1
396.4,0.285,-0.711,-0.407,1
396.48,0.422,-0.884,-0.309,1
396.56,0.426,-0.792,-0.17800000000000002,1
396.64,0.402,-0.7909999999999999,-0.145,1
396.72,0.3720000000000001,-0.847,-0.127,1
396.8,0.384,-0.895,-0.113,1
396.88,0.392,-0.856,-0.042,1
396.96,0.43,-0.753,0.053,1
397.04,0.467,-0.7959999999999999,0.043,1
397.12,0.098,-0.256,0.07400000000000001,1
397.2,0.413,-0.875,-0.241,1
397.28,0.639,-1.101,-0.312,1
397.36,-0.022,-0.28300000000000003,-0.244,1
397.44,-0.236,-0.039,-1.625,1
397.52,0.99,-0.006,-1.789,0
397.6,0.945,0.08199999999999999,-0.7959999999999999,0
397.68,-0.415,-0.475,-1.148,0
397.76,-0.762,-0.515,-0.226,0
397.84,-1.452,-2.325,1.42,0
397.92,-0.161,-0.6629999999999999,0.08199999999999999,0
398.0,-0.166,-0.479,-0.17,0
398.08,-0.698,-1.362,-0.195,0
398.16,-0.54,-0.862,-0.195,0
398.24,-0.321,-0.7709999999999999,0.026,0
398.32,-0.365,-1.034,0.012,0
398.4,-0.364,-0.833,-0.136,0
398.48,-0.403,-0.807,-0.381,0
398.56,-0.453,-0.89,-0.382,0
398.64,-0.412,-0.825,-0.305,0
398.72,-0.441,-0.825,-0.309,0
398.8,-0.415,-0.8270000000000001,-0.322,0
398.88,-0.413,-0.8420000000000001,-0.316,0
398.96,-0.429,-0.833,-0.319,0
399.04,-0.436,-0.8140000000000001,-0.319,0
399.12,-0.422,-0.835,-0.318,0
399.2,-0.421,-0.828,-0.322,0
399.28,-0.4370000000000001,-0.8220000000000001,-0.308,0
399.36,-0.433,-0.821,-0.315,0
399.44,-0.441,-0.821,-0.306,0
399.52,-0.458,-0.818,-0.307,0
399.6,-0.465,-0.823,-0.316,0
399.68,-0.451,-0.861,-0.342,0
399.76,-0.495,-0.815,-0.284,0
399.84,-0.49,-0.89,-0.252,0
399.92,-0.34600000000000003,-0.911,-0.165,0
400.0,-0.222,-0.878,-0.26,0
400.08,-0.195,-0.8540000000000001,-0.279,0
400.16,-0.247,-0.868,-0.358,0
400.24,-0.253,-0.7390000000000001,-0.418,0
400.32,-0.224,-0.637,-0.7390000000000001,0
400.4,-0.273,-0.565,-0.759,0
400.48,-0.263,-0.518,-0.642,0
400.56,-0.426,-0.521,-0.738,0
400.64,-0.483,-0.5760000000000001,-0.845,0
400.72,-0.629,-0.534,-0.638,0
400.8,-0.526,-0.495,-0.6759999999999999,0
400.88,-0.516,-0.5710000000000001,-0.764,0
400.96,-0.4970000000000001,-0.458,-0.614,0
401.04,-0.583,-0.303,-0.722,0
401.12,-0.517,-0.454,-0.8,0
401.2,-0.507,-0.256,-0.711,0
401.28,-0.585,-0.468,-0.982,0
401.36,-0.76,-0.436,-1.058,0
401.44,-0.406,-0.417,-0.7859999999999999,0
401.52,0.151,-0.7909999999999999,-0.986,0
401.6,0.332,-0.778,-0.963,0
401.68,0.118,-0.578,-1.003,0
401.76,0.328,-0.5710000000000001,-0.71,0
401.84,0.306,-0.308,-0.742,0
401.92,0.78,-0.16699999999999998,-0.696,0
402.0,1.073,-0.214,-0.617,0
402.08,0.775,-0.25,-0.3670000000000001,0
402.16,0.8420000000000001,-0.07400000000000001,-0.341,0
402.24,0.736,-0.054000000000000006,-0.5710000000000001,0
402.32,0.562,-0.155,-0.615,0
402.4,0.438,-0.262,-0.508,0
402.48,0.511,-0.292,-0.918,0
402.56,0.444,-0.55,-1.747,0
402.64,-0.07,-0.841,-0.76,0
402.72,0.009000000000000001,-0.633,-0.595,0
402.8,-0.08199999999999999,-0.606,-1.139,0
402.88,-0.223,-0.7609999999999999,-0.879,0
402.96,-0.179,-0.675,-0.61,0
403.04,-0.108,-0.48,-0.78,0
403.12,-0.014,-0.568,-0.726,0
403.2,-0.035,-0.765,-0.625,0
403.28,0.111,-0.863,-0.601,0
403.36,0.14300000000000002,-0.7979999999999999,-0.463,0
403.44,0.198,-0.748,-0.408,0
403.52,0.199,-0.691,-0.4320000000000001,0
403.6,0.227,-0.6579999999999999,-0.519,0
403.68,0.385,-0.7559999999999999,-0.513,0
403.76,0.539,-1.199,-0.308,0
403.84,0.083,-0.904,-0.29,0
403.92,0.189,-0.624,-0.327,0
404.0,0.222,-0.889,-0.28,0
404.08,0.079,-0.907,-0.293,0
404.16,0.061,-0.8640000000000001,-0.35,0
404.24,0.097,-0.846,-0.344,0
404.32,0.399,-1.031,-0.506,0
404.4,0.578,-0.943,-0.504,0
404.48,0.481,-0.726,-0.371,0
404.56,0.373,-0.615,-0.312,0
404.64,0.443,-0.6920000000000001,-0.307,0
404.72,0.484,-0.821,-0.25,0
404.8,0.45,-0.778,-0.234,0
404.88,0.5489999999999999,-0.905,-0.258,0
404.96,0.597,-1.199,-0.407,0
405.04,0.225,-0.838,-0.552,0
405.12,0.16699999999999998,-0.6,-0.56,0
405.2,0.449,-0.826,-0.242,0
405.28,0.342,-0.708,-0.23,0
405.36,0.326,-0.7609999999999999,-0.21,0
405.44,0.396,-0.784,-0.214,0
405.52,0.519,-0.87,-0.268,0
405.6,0.767,-1.161,-0.611,0
405.68,0.625,-0.623,-0.415,0
405.76,0.428,-0.705,-0.498,0
405.84,0.385,-0.732,-0.354,0
405.92,0.368,-0.614,-0.243,0
406.0,0.411,-0.767,-0.276,0
406.08,0.405,-0.852,-0.336,0
406.16,0.469,-1.033,-0.379,0
406.24,0.487,-1.079,-0.532,0
406.32,0.282,-0.601,-0.438,0
406.4,0.453,-0.7509999999999999,-0.379,0
406.48,0.531,-0.736,-0.26,0
406.56,0.535,-0.664,-0.297,0
406.64,0.4920000000000001,-0.723,-0.389,0
406.72,0.505,-0.737,-0.462,0
406.8,0.472,-0.8220000000000001,-0.536,0
406.88,0.4970000000000001,-0.855,-0.514,0
406.96,0.534,-0.69,-0.407,0
407.04,0.535,-0.6609999999999999,-0.35100000000000003,0
407.12,0.513,-0.823,-0.316,0
407.2,0.462,-0.705,-0.265,0
407.28,0.453,-0.759,-0.303,0
407.36,0.458,-0.782,-0.309,0
407.44,0.355,-1.085,-0.417,0
407.52,0.435,-1.017,-0.474,0
407.6,0.378,-0.5820000000000001,-0.313,0
407.68,0.374,-0.7859999999999999,-0.27,0
407.76,0.289,-0.913,-0.221,0
407.84,0.231,-0.823,-0.16699999999999998,0
407.92,0.209,-0.903,-0.243,0
408.0,0.279,-1.013,-0.25,0
408.08,0.458,-1.0590000000000002,-0.256,0
408.16,0.479,-0.7959999999999999,-0.25,0
408.24,0.444,-0.7809999999999999,-0.282,0
408.32,0.4,-0.767,-0.318,0
408.4,0.478,-0.7759999999999999,-0.359,0
408.48,0.519,-0.836,-0.359,0
408.56,0.5489999999999999,-0.7759999999999999,-0.35200000000000004,0
408.64,0.508,-0.74,-0.371,0
408.72,0.5529999999999999,-0.897,-0.39,0
408.8,0.4370000000000001,-0.901,-0.271,0
408.88,0.197,-0.7829999999999999,-0.228,0
408.96,0.205,-0.97,-0.299,0
409.04,0.246,-0.935,-0.251,0
409.12,0.248,-0.877,-0.17,0
409.2,0.249,-0.939,-0.128,0
409.28,0.277,-0.898,-0.092,0
409.36,0.305,-0.925,-0.083,0
409.44,0.317,-1.005,-0.151,0
409.52,0.235,-0.9,-0.213,0
409.6,0.249,-0.7879999999999999,-0.26,0
409.68,0.446,-0.863,-0.312,0
409.76,0.4920000000000001,-0.944,-0.239,0
409.84,0.48,-0.8079999999999999,-0.16699999999999998,0
409.92,0.506,-0.831,-0.203,0
410.0,0.449,-0.94,-0.142,0
410.08,0.4,-0.888,-0.062,0
410.16,0.383,-0.843,-0.07200000000000001,0
410.24,0.348,-0.92,-0.07400000000000001,0
410.32,0.311,-0.893,-0.086,0
410.4,0.312,-0.898,-0.119,0
410.48,0.348,-0.8909999999999999,-0.112,0
410.56,0.389,-0.89,-0.16699999999999998,0
410.64,0.475,-0.8170000000000001,-0.18,1
410.72,0.513,-0.8859999999999999,-0.183,1
410.8,0.453,-0.836,-0.157,1
410.88,0.459,-0.805,-0.172,1
410.96,0.475,-0.833,-0.182,1
411.04,0.44,-0.846,-0.22,1
411.12,0.453,-0.991,-0.265,1
411.2,0.511,-1.042,-0.349,1
411.28,0.341,-0.764,-0.401,1
411.36,0.241,-0.7120000000000001,-0.418,1
411.44,0.324,-0.928,-0.34700000000000003,1
411.52,0.333,-0.8109999999999999,-0.225,1
411.6,0.268,-0.825,-0.194,1
411.68,0.293,-0.851,-0.149,1
411.76,0.337,-0.8640000000000001,-0.18600000000000005,1
411.84,0.433,-1.017,-0.21600000000000005,1
411.92,0.552,-1.069,-0.28,1
412.0,0.394,-0.743,-0.306,1
412.08,0.451,-0.722,-0.363,1
412.16,0.439,-0.8590000000000001,-0.331,1
412.24,0.371,-0.8,-0.257,1
412.32,0.388,-0.83,-0.259,1
412.4,0.374,-0.8240000000000001,-0.204,1
412.48,0.373,-0.856,-0.215,1
412.56,0.458,-1.08,-0.221,1
412.64,0.375,-1.134,-0.32,1
412.72,0.14300000000000002,-0.617,-0.341,1
412.8,0.32299999999999995,-0.8270000000000001,-0.265,1
412.88,0.328,-0.915,-0.16899999999999998,1
412.96,0.325,-0.812,-0.117,1
413.04,0.36,-0.862,-0.09,1
413.12,0.394,-0.88,-0.07200000000000001,1
413.2,0.444,-0.961,-0.128,1
413.28,0.555,-1.089,-0.253,1
413.36,0.444,-0.743,-0.308,1
413.44,0.384,-0.736,-0.317,1
413.52,0.38,-0.841,-0.244,1
413.6,0.35600000000000004,-0.8029999999999999,-0.16399999999999998,1
413.68,0.391,-0.778,-0.15,1
413.76,0.381,-0.82,-0.018000000000000002,1
413.84,0.354,-0.77,0.011,1
413.92,0.29100000000000004,-0.887,-0.185,1
414.0,0.095,-0.523,-0.27,1
414.08,0.123,-0.027000000000000003,-0.271,1
414.16,0.6679999999999999,-0.6920000000000001,-0.7,1
414.24,0.574,0.163,-0.521,1
414.32,0.628,-0.374,-1.274,0
414.4,1.217,0.488,-0.502,0
414.48,0.921,-0.029,-1.415,0
414.56,0.35100000000000003,1.058,0.071,0
414.64,1.744,0.655,0.363,0
414.72,0.632,-0.106,-0.006,0
414.8,0.8009999999999999,-1.791,-0.18,0
414.88,0.899,0.059,0.253,0
414.96,0.312,-0.898,0.236,0
415.04,0.321,-1.146,0.521,0
415.12,0.255,-0.94,0.36,0
415.2,0.333,-0.918,0.171,0
415.28,0.447,-0.812,0.129,0
415.36,0.7290000000000001,-0.66,0.208,0
415.44,0.747,-0.759,0.196,0
415.52,0.626,-0.682,0.271,0
415.6,0.643,-0.725,0.206,0
415.68,0.6609999999999999,-0.721,0.192,0
415.76,0.643,-0.723,0.194,0
415.84,0.639,-0.7190000000000001,0.196,0
415.92,0.648,-0.718,0.192,0
416.0,0.642,-0.731,0.184,0
416.08,0.642,-0.726,0.194,0
416.16,0.64,-0.721,0.192,0
416.24,0.649,-0.72,0.191,0
416.32,0.659,-0.708,0.198,0
416.4,0.6609999999999999,-0.7070000000000001,0.201,0
416.48,0.657,-0.7120000000000001,0.194,0
416.56,0.647,-0.7040000000000001,0.192,0
416.64,0.639,-0.708,0.243,0
416.72,0.8029999999999999,-0.598,0.13,0
416.8,0.659,-0.7070000000000001,0.256,0
416.88,0.691,-0.64,0.229,0
416.96,0.723,-0.695,0.207,0
417.04,0.662,-0.7020000000000001,0.173,0
417.12,0.6729999999999999,-0.6779999999999999,0.207,0
417.2,0.7190000000000001,-0.665,0.221,0
417.28,0.664,-0.674,0.173,0
417.36,0.667,-0.6829999999999999,0.17800000000000002,0
417.44,0.698,-0.6970000000000001,0.188,0
417.52,0.69,-0.696,0.209,0
417.6,0.684,-0.6509999999999999,0.202,0
417.68,0.701,-0.6709999999999999,0.204,0
417.76,0.705,-0.7020000000000001,0.226,0
417.84,0.728,-0.703,0.221,0
417.92,0.7959999999999999,-0.736,0.223,0
418.0,0.893,-0.794,0.2,0
418.08,0.8859999999999999,-0.8170000000000001,0.163,0
418.16,0.682,-0.765,-0.006,0
418.24,0.299,-0.528,-0.22,0
418.32,0.392,-0.452,-0.35100000000000003,0
418.4,0.8590000000000001,-0.453,-0.369,0
418.48,0.938,-0.225,-0.247,0
418.56,0.858,-0.141,-0.371,0
418.64,0.912,-0.128,-0.384,0
418.72,0.888,-0.123,-0.276,0
418.8,0.999,-0.006,-0.16899999999999998,0
418.88,0.873,0.205,-0.177,0
418.96,1.0659999999999998,0.084,-0.485,0
419.04,1.119,0.035,-0.383,0
419.12,0.828,0.1,-0.191,0
419.2,1.057,0.318,-0.29600000000000004,0
419.28,0.738,0.539,-0.499,0
419.36,0.826,0.3,-0.35,0
419.44,0.94,0.494,-0.389,0
419.52,0.65,0.386,-0.499,0
419.6,0.753,0.428,-0.84,0
419.68,1.221,0.387,-0.772,0
419.76,1.422,-0.037000000000000005,-0.933,0
419.84,1.214,-0.275,-0.5760000000000001,0
419.92,0.713,-0.19,-0.569,0
420.0,0.523,-0.162,-0.503,0
420.08,0.6779999999999999,-0.338,-0.428,0
420.16,0.732,-0.4320000000000001,-0.241,0
420.24,0.672,-0.451,-0.333,0
420.32,0.527,-0.518,-0.333,0
420.4,0.442,-0.447,-0.277,0
420.48,0.509,-0.401,-0.229,0
420.56,0.875,-0.599,-0.745,0
420.64,0.632,-0.797,-1.006,0
420.72,0.08199999999999999,-0.6890000000000001,-0.481,0
420.8,0.129,-1.005,-0.969,0
420.88,0.35700000000000004,-0.8959999999999999,-1.044,0
420.96,0.499,-0.862,-0.622,0
421.04,0.401,-0.66,-0.365,0
421.12,0.41,-0.39,-0.733,0
421.2,0.479,-0.447,-0.604,0
421.28,0.384,-0.626,-0.35100000000000003,0
421.36,0.48,-0.7090000000000001,-0.16399999999999998,0
421.44,0.573,-0.741,-0.47,0
421.52,0.583,-0.758,-0.191,0
421.6,0.439,-0.487,-0.152,0
421.68,0.546,-0.67,-0.239,0
421.76,0.479,-0.853,-0.16699999999999998,0
421.84,0.43,-0.845,-0.153,0
421.92,0.435,-0.815,-0.146,0
422.0,0.456,-0.8370000000000001,-0.133,0
422.08,0.541,-0.89,-0.104,0
422.16,0.556,-1.012,-0.168,0
422.24,0.541,-0.958,-0.337,0
422.32,0.269,-0.753,-0.306,0
422.4,0.384,-0.8220000000000001,-0.208,0
422.48,0.312,-0.843,-0.152,0
422.56,0.198,-0.8690000000000001,-0.163,0
422.64,0.269,-0.83,-0.122,0
422.72,0.363,-0.821,-0.134,0
422.8,0.424,-1.001,-0.21,0
422.88,0.517,-1.077,-0.349,0
422.96,0.49,-0.716,-0.391,0
423.04,0.413,-0.8140000000000001,-0.392,0
423.12,0.392,-0.8240000000000001,-0.228,0
423.2,0.457,-0.7140000000000001,-0.213,0
423.28,0.396,-0.8009999999999999,-0.21600000000000005,0
423.36,0.341,-0.83,-0.229,0
423.44,0.462,-1.0759999999999998,-0.29100000000000004,0
423.52,0.379,-1.142,-0.449,0
423.6,0.215,-0.6829999999999999,-0.414,0
423.68,0.5,-0.84,-0.239,0
423.76,0.518,-0.77,-0.215,0
423.84,0.362,-0.741,-0.277,0
423.92,0.373,-0.778,-0.324,0
424.0,0.413,-0.738,-0.395,0
424.08,0.349,-1.061,-0.536,0
424.16,0.371,-0.923,-0.35200000000000004,0
424.24,0.46,-0.85,-0.16699999999999998,0
424.32,0.393,-0.835,-0.105,0
424.4,0.378,-0.833,-0.104,0
424.48,0.369,-0.852,-0.099,0
424.56,0.281,-0.866,-0.132,0
424.64,0.239,-0.959,-0.202,0
424.72,0.272,-1.064,-0.217,0
424.8,0.324,-1.062,-0.243,0
424.88,0.294,-0.8420000000000001,-0.233,0
424.96,0.256,-0.737,-0.25,0
425.04,0.328,-0.977,-0.219,0
425.12,0.342,-0.8690000000000001,-0.105,0
425.2,0.343,-0.852,-0.015,0
425.28,0.297,-0.894,-0.011,0
425.36,0.251,-0.8959999999999999,-0.109,0
425.44,0.39,-1.011,-0.115,0
425.52,0.477,-1.109,-0.217,0
425.6,0.375,-0.802,-0.204,0
425.68,0.448,-0.72,-0.263,0
425.76,0.483,-0.902,-0.218,0
425.84,0.408,-0.8170000000000001,-0.08800000000000001,0
425.92,0.35,-0.862,-0.157,0
426.0,0.345,-0.847,-0.129,0
426.08,0.378,-0.92,-0.123,0
426.16,0.396,-1.125,-0.161,0
426.24,0.341,-1.043,-0.242,0
426.32,0.196,-0.6659999999999999,-0.275,0
426.4,0.289,-0.965,-0.293,0
426.48,0.31,-0.932,-0.12,0
426.56,0.299,-0.845,-0.083,0
426.64,0.333,-0.843,-0.078,0
426.72,0.3670000000000001,-0.871,-0.115,0
426.8,0.447,-1.021,-0.183,0
426.88,0.546,-1.033,-0.196,0
426.96,0.38,-0.63,-0.162,0
427.04,0.525,-0.659,-0.319,0
427.12,0.5429999999999999,-1.023,-0.303,0
427.2,0.481,-0.7659999999999999,-0.168,0
427.28,0.581,-0.733,-0.2,0
427.36,0.535,-0.923,-0.235,0
427.44,0.415,-0.951,-0.181,0
427.52,0.31,-0.659,-0.154,0
427.6,0.349,-0.914,-0.231,0
427.68,0.28600000000000003,-1.086,-0.226,0
427.76,0.313,-0.7879999999999999,-0.107,0
427.84,0.35700000000000004,-0.857,-0.158,0
427.92,0.305,-0.831,-0.201,0
428.0,0.45,-0.917,-0.181,0
428.08,0.428,-1.063,-0.174,0
428.16,0.355,-0.915,-0.12,0
428.24,0.3670000000000001,-0.87,-0.125,0
428.32,0.388,-0.894,-0.127,0
428.4,0.4370000000000001,-0.867,-0.095,0
428.48,0.431,-0.83,-0.079,0
428.56,0.429,-0.964,-0.131,0
428.64,0.365,-0.974,-0.203,0
428.72,0.271,-0.914,-0.227,0
428.8,0.187,-0.84,-0.243,0
428.88,0.18,-0.953,-0.265,0
428.96,0.219,-0.938,-0.185,0
429.04,0.206,-0.868,-0.158,0
429.12,0.205,-0.921,-0.171,0
429.2,0.232,-0.893,-0.155,0
429.28,0.274,-0.897,-0.165,0
429.36,0.317,-0.951,-0.162,0
429.44,0.419,-1.071,-0.193,0
429.52,0.42,-1.01,-0.248,0
429.6,0.314,-0.6920000000000001,-0.21,0
429.68,0.465,-0.72,-0.297,0
429.76,0.498,-0.99,-0.26,0
429.84,0.388,-0.8390000000000001,-0.147,0
429.92,0.438,-0.8240000000000001,-0.141,0
430.0,0.387,-0.8370000000000001,-0.14400000000000002,0
430.08,0.376,-0.853,-0.14300000000000002,0
430.16,0.396,-0.914,-0.131,0
430.24,0.398,-1.057,-0.141,0
430.32,0.401,-1.108,-0.196,0
430.4,0.261,-0.725,-0.219,0
430.48,0.129,-0.7909999999999999,-0.349,0
430.56,0.233,-1.051,-0.317,0
430.64,0.272,-0.856,-0.147,0
430.72,0.236,-0.879,-0.157,0
430.8,0.236,-0.912,-0.114,0
430.88,0.253,-0.8690000000000001,-0.133,0
430.96,0.324,-0.97,-0.134,0
431.04,0.413,-1.075,-0.078,0
431.12,0.37,-0.981,-0.12,0
431.2,0.251,-0.6829999999999999,-0.163,0
431.28,0.384,-0.868,-0.248,0
431.36,0.447,-1.02,-0.16399999999999998,0
431.44,0.371,-0.818,-0.102,0
431.52,0.438,-0.848,-0.168,0
431.6,0.42,-0.8420000000000001,-0.151,0
431.68,0.449,-0.857,-0.142,0
431.76,0.45,-0.906,-0.193,0
431.84,0.385,-1.08,-0.225,0
431.92,0.293,-0.83,-0.226,0
432.0,0.292,-0.784,-0.273,0
432.08,0.274,-0.947,-0.27,0
432.16,0.275,-0.992,-0.182,0
432.24,0.18600000000000005,-0.892,-0.22,0
432.32,0.113,-0.948,-0.264,0
432.4,0.105,-0.945,-0.245,0
432.48,0.127,-0.951,-0.212,0
432.56,0.13699999999999998,-0.954,-0.187,0
432.64,0.162,-0.936,-0.132,0
432.72,0.244,-0.934,-0.073,0
432.8,0.261,-0.921,-0.095,0
432.88,0.361,-0.877,-0.077,0
432.96,0.482,-0.924,-0.07200000000000001,0
433.04,0.442,-0.923,-0.05,0
433.12,0.443,-0.8059999999999999,-0.078,0
433.2,0.473,-0.82,-0.126,0
433.28,0.498,-0.884,-0.105,0
433.36,0.489,-0.861,-0.07200000000000001,0
433.44,0.477,-0.858,-0.058,0
433.52,0.474,-0.865,-0.077,0
433.6,0.438,-0.867,-0.095,0
433.68,0.42,-0.865,-0.109,0
433.76,0.407,-0.892,-0.109,0
433.84,0.344,-0.947,-0.108,0
433.92,0.383,-1.042,-0.106,0
434.0,0.391,-1.001,-0.095,0
434.08,0.312,-0.77,-0.043,0
434.16,0.26,-0.74,-0.08,0
434.24,0.27,-1.073,-0.179,0
434.32,0.211,-0.976,-0.133,0
434.4,0.204,-0.8590000000000001,-0.14800000000000002,0
434.48,0.249,-0.883,-0.209,0
434.56,0.234,-0.81,-0.259,0
434.64,0.316,-0.89,-0.31,0
434.72,0.298,-1.027,-0.284,0
434.8,0.416,-0.792,-0.305,0
434.88,0.562,-0.851,-0.285,0
434.96,0.556,-0.8690000000000001,-0.261,0
435.04,0.591,-0.821,-0.259,0
435.12,0.562,-0.765,-0.307,0
435.2,0.526,-0.757,-0.268,0
435.28,0.513,-0.8420000000000001,-0.241,0
435.36,0.488,-0.865,-0.152,0
435.44,0.375,-0.7559999999999999,-0.182,0
435.52,0.32299999999999995,-0.83,-0.217,0
435.6,0.262,-0.912,-0.261,0
435.68,0.218,-1.012,-0.331,0
435.76,0.252,-1.0,-0.246,0
435.84,0.161,-0.901,-0.246,0
435.92,0.159,-0.912,-0.211,0
436.0,0.133,-0.923,-0.28,0
436.08,0.146,-0.884,-0.21,0
436.16,0.221,-0.895,-0.195,0
436.24,0.3,-0.883,-0.194,0
436.32,0.344,-0.87,-0.2,0
436.4,0.417,-0.84,-0.209,0
436.48,0.45,-1.045,-0.211,0
436.56,0.371,-0.8959999999999999,-0.129,0
436.64,0.439,-0.903,-0.188,0
436.72,0.438,-0.7929999999999999,-0.179,1
436.8,0.452,-0.8540000000000001,-0.206,1
436.88,0.421,-0.919,-0.215,1
436.96,0.416,-0.8640000000000001,-0.183,1
437.04,0.395,-0.855,-0.197,1
437.12,0.397,-0.884,-0.222,1
437.2,0.32299999999999995,-0.933,-0.265,1
437.28,0.339,-0.88,-0.232,1
437.36,0.359,-0.858,-0.218,1
437.44,0.368,-0.872,-0.197,1
437.52,0.35,-0.892,-0.17800000000000002,1
437.6,0.385,-0.8859999999999999,-0.126,1
437.68,0.376,-0.89,-0.127,1
437.76,0.3720000000000001,-0.8959999999999999,-0.14,1
437.84,0.412,-0.879,-0.117,1
437.92,0.4,-0.875,-0.133,1
438.0,0.383,-0.903,-0.12,1
438.08,0.39,-0.87,-0.112,1
438.16,0.378,-0.899,-0.139,1
438.24,0.382,-0.959,-0.213,1
438.32,0.376,-1.045,-0.292,1
438.4,0.197,-0.872,-0.253,1
438.48,0.224,-0.8220000000000001,-0.228,1
438.56,0.231,-0.913,-0.21,1
438.64,0.206,-0.867,-0.17800000000000002,1
438.72,0.234,-0.88,-0.162,1
438.8,0.262,-0.901,-0.154,1
438.88,0.37,-0.914,-0.14800000000000002,1
438.96,0.467,-1.081,-0.201,1
439.04,0.402,-1.04,-0.249,1
439.12,0.378,-0.715,-0.222,1
439.2,0.479,-0.7390000000000001,-0.312,1
439.28,0.42,-0.926,-0.255,1
439.36,0.374,-0.815,-0.134,1
439.44,0.406,-0.8240000000000001,-0.139,1
439.52,0.366,-0.8540000000000001,-0.125,1
439.6,0.383,-0.884,-0.13699999999999998,1
439.68,0.463,-1.234,-0.23,1
439.76,0.266,-0.964,-0.299,1
439.84,0.166,-0.5720000000000001,-0.311,1
439.92,0.328,-0.979,-0.27,1
440.0,0.299,-0.8859999999999999,-0.189,1
440.08,0.324,-0.794,-0.123,1
440.16,0.316,-0.882,-0.097,1
440.24,0.328,-0.915,-0.102,1
440.32,0.375,-1.0490000000000002,-0.122,1
440.4,0.468,-1.118,-0.196,1
440.48,0.364,-0.784,-0.243,1
440.56,0.344,-0.643,-0.271,1
440.64,0.454,-0.8759999999999999,-0.314,1
440.72,0.406,-0.835,-0.16699999999999998,1
440.8,0.306,-0.7609999999999999,-0.129,1
440.88,0.355,-0.848,-0.052000000000000005,1
440.96,0.223,-0.6890000000000001,0.065,1
441.04,0.219,-0.8859999999999999,0.134,1
441.12,0.018000000000000002,-0.81,0.114,1
441.2,0.075,-0.463,-0.161,1
441.28,0.521,-0.5720000000000001,-0.612,1
441.36,0.246,-0.746,-0.607,0
441.44,0.146,-0.3720000000000001,-0.912,0
441.52,0.263,-0.787,-0.865,0
441.6,-0.027000000000000003,-0.243,-0.426,0
441.68,-0.557,-0.103,-2.459,0
441.76,-0.155,-0.424,-1.5419999999999998,0
441.84,-1.114,0.116,-2.18,0
441.92,-1.08,-0.38,-0.262,0
442.0,-0.846,0.253,-0.911,0
442.08,-0.097,-0.046,-0.932,0
442.16,-0.589,-0.3670000000000001,-0.6890000000000001,0
442.24,-0.857,-0.491,-0.5329999999999999,0
442.32,-0.6920000000000001,-0.588,-0.35100000000000003,0
442.4,-0.599,-0.584,-0.438,0
